TID,Tweets,Label
7.12E+17,"keith richards 'once pulled a knife on donald trump', claims rolling stones' former promoter ",2
5.25E+17,the rcmp and ottawa police news conference is beginning now. watch live:cbcott ottnews,0
7.07E+17,"bachmann: obama ""classless"" for missing nancy reagan’s funeral ",2
5.08E+17,if betty white dies today and steals joan's thunder i will unleash a reign of terror upon this nation the likes of which u have never seen!!,1
5.25E+17,twenty-four-year-old cpl. nathan cirillo was shot dead today at the war memorial in ottawa. cdnpoli ottawashooting ,0
5.17E+17,"on cnn alton nolen's mother (the oklahoma man who beheaded a coworker said ""there are two sides to every story!"" he cut a woman's head off!",0
5.00E+17,"name of ferguson cop is expected to be released by 9 et, police chief says: j.b. forbes, ap",2
5.60E+17,islamic tribunal in texas operating under sharia law wtf is this lodisilverado amymek tcot ,1
5.25E+17,attack on parliament: soldier shot; gunman on the loose. follow our developing story: ,2
5.02E+17,"78, not 31, arrested overnight in ferguson. ",1
7.65E+17,nigerian islamist group boko haram releases video purporting to show kidnapped chibok schoolgirls ,3
6.78E+17,stevenuniverse will finally return to our screens in january!,3
7.44E+17,one of the men who wanted to copy the orlando shooter was stopped in l.a. he was a liberal democrat and berniebro. ,2
5.22E+17,breaking: ks patient at risk for ebola: in strict isolation at ku med center in kansas city kwch12,1
6.92E+17,happy nationalchocolatecakeday! ,3
7.63E+17,"kendall jenner and a$ap rocky are ""full-on dating"" — exclusive details! ",3
5.31E+17,"confirmed: pepsico is making a doritos-flavored mountain dew called ""dewitos"" ",0
7.79E+17,"black men may have cause to run from police, massachusetts high court says ",2
5.19E+17,"43 missing students, a mass grave and a suspect: mexico’s police ",1
7.07E+17,"bachmann slams ""classless"" obama for skipping nancy reagan’s funeral ",2
6.94E+17,these aerial photos of dutch tulip fields are stunning ,3
6.51E+17,"local school art project titled ""candlelight"" ",2
6.90E+17,"two gunmen killed in pakistan university attack, police say, with reports others still firing ",3
3.87E+17,cruz stood 21 hours for freedom. obama won't stand for missing children. amberalert shutdown,1
6.91E+17,"as the affordable care act has taken effect, nearly 18 million americans have gained coverage —potus ",3
4.07E+17,"my heart goes out to loved ones and fans of paul walker, who died in a car wreck saturday. word is he was a really good dude. rippaulwalker",0
6.94E+17,happy birthday to the man who brought sexy back!,3
6.91E+17,woman who stabbed paedophile to death in east london has three-and-a-half-year jail term more than doubled ,3
5.15E+17,and here's a guy bending an iphone 6 plus with his bare hands ,1
5.53E+17,a nc town has been forced to remove a statue of a praying soldier and a christian flag at a veterans memorial ,2
6.91E+17,"every single one of us deserves the rights, freedoms, and opportunities to fulfill our dreams. potus roe43 ",3
6.94E+17,icymi: this wayne selden dunk was absolutely absurd. ,3
6.89E+17,american leadership in action: iran's four pathways to a nuclear weapon have now been blocked. irandeal ,3
5.53E+17,great banksy homage to charlie hebdo victims: rt kowalshki: nice work from banksy jesuischarlie ,1
2.66E+17,deep-fried left wings demo-crab cakes barack-amole & chips malia quesadillas hawaiian pizza sloppy joe bidens obamacare-rot cake,1
5.25E+17,canadian authorities have given name of suspect in ottawa attacks to u.s. feds; ask for fbi assistance: sr u.s. law enforcement official,2
5.20E+17,penis graffiti drawn on £1.5m bugatti veyron. ,1
7.15E+17,"trump's top strategist, stephanie cegielski, has quit his campaign + just wrote an open letter to trump supporters: ",2
5.44E+17,rtlny: because a stuyvesant senior made $72 million trading stocks on his lunch break ,1
5.25E+17,dramatic photos from wcuddington on the scene in ottawa ,0
6.78E+17,the 17 thexfiles episodes to watch before it returns thexfiles gilliana davidduchovny ,3
5.09E+17,"sorry, everyone—durex is not making pumpkin spice condoms this fall:",1
5.04E+17,cnn: new audio reveals 10 shots fired at michael brown. cluster of 6... a pause... and then 4 more ,0
5.00E+17,"that was very ""slick"" of the police chief to create a narrative that mikebrown was a ""suspect"" in a robbery! ferguson",2
5.35E+17,"breaking: fsu shooter identified as myron may, a lawyer who graduated from fsu before attending texas tech's law school. fsushooting",0
5.62E+17,madden nfl 15 simulation correctly predicted the super bowl's final score. ,0
6.93E+17,the beatles' rooftop concert happened 47 years ago today. here are 15 things you didn't know ,3
4.07E+17,"paul walker was ""so happy"" hours before his tragic death ",0
7.67E+17,ufc202 was conor mcgregor's first fight ever to go into the championship rounds. he made the most of it. ,3
5.19E+17,mexico mass grave discovered after student protesters go missing ,1
4.83E+17,religious subjugation? u.s. troops in bahrain getting ramadan training. tcot,1
6.89E+17,"thanks to the irandeal, iran's four pathways to a nuclear weapon have been blocked ",3
5.00E+17,ferguson chief let most of day go by b4 disclosing (after repeated qs) that cop who killed mikebrown knew nothing about robbery. danger,2
5.25E+17,"meet kevin vickers, the hero who shot down the parliament hill gunman #ottawashooting",2
6.93E+17,justin bieber must be loving himself right now. ,3
5.04E+17,"looks so innocent without the hood. you would never think this london rapper, abdel-majed abdel bary, beheaded foley ",2
4.07E+17,"in the wake of paul walker's tragic death, what's the future of the fastfurious movies? rippaulwalker",0
5.00E+17,the ferguson police chief just basically confirmed mikebrown was gunned to death for the crime of walking in the street? horrific.,2
5.55E+17,"saudi cleric proclaims snowman-building 'anti-islamic' (photos, video) ",0
5.44E+17,"new dog-ma? pope says heaven is for hounds, too ",1
5.53E+17,malia obama wears t shirt of an anti white anti cop rap group. nypd barbaraboxer respectformuslims blackprivilege,1
6.83E+17,man helps woman to safety before being crushed to death by elevator in nyc ,3
7.64E+17,video : clueless hillary clinton calls for americans to respect and empathize with isis ,2
5.51E+17,"max baer describes donna douglas as ""elly may until the day she died"":  (cbs) ",0
5.02E+17,isis beheads photojournalist james wright foley in a massage to us to end its intervention in iraq. ,0
7.42E+17,"orlando shooter, muslim, omar mateen was a registered democrat.",2
5.20E+17,stephen collins -- cops swarm home after suicide report ... 2 alarm ,1
5.45E+17,high school student reportedly makes 72 million on stock market. wallstreet stuyvesanthigh ,1
5.11E+17,just in: isis video claims to show beheading of british citizen ,0
5.34E+17,uk jihadi john is 'wounded in us airstrike on secret bunker meeting of isis high command' ,2
5.24E+17,goliath encounter: puppy-sized spider surprises scientist in rainforest - ,0
5.14E+17,police officers deliver the pie after pizza hut driver injured in crash ,0
5.02E+17,a list of overnight arrests in ferguson shows a much higher number than officials reported ,1
3.37E+17,hasan gets $278k but victims denied army benefits. disgusting waste of tax $$. garnish his wages & send 2 red cross ,0
5.25E+17,soldier killed at war memorial identified as cpl. nathan cirillo ,0
6.93E+17,"say ""aloha"" to the happiest, healthiest u.s. states! 1. hawaii 2. alaska 3. montana ",3
6.93E+17,study finds girls outperforming future employers in school ,3
5.47E+17,oprah: “bill cosby drugged & tried to rape me” ,1
5.17E+17,"kfc ban wipes because they offend muslims  ban islam instead, why are there halal only kfc's? ",1
7.31E+17,a canadian teen didn't find a lost mayan city: ,2
5.09E+17,breaking news: durex has not come out with a pumpkin spice condom ,1
5.34E+17,"we are running out of chocolate, warns world's largest chocolate manufacturer ",1
5.42E+17,#selena's killer & former fan club president will not be released early from prison! ,1
5.16E+17,"hong kong's protesters are using the ""hands up, don't shoot"" gesture from ferguson, missouri. handsupdontshoot. ",2
4.07E+17,late actor paul walker's admirable history of organizing & participating in international disaster relief missions: ,0
5.32E+17,pepsi is currently taste-testing doritos flavored mountrain dew. would you try it? ,0
7.15E+17,we must address the political marginalization and institutional racism affecting people of color. read my plan: ,2
5.32E+17,irritated chick-fil-a manager makes a list of teen slang his employees are forbidden to use ,1
6.89E+17,"clinton: ""every single american should be outraged"" by what's happening in flint, mich. nprdebate",3
6.94E+17,"deadline: if you don't have health insurance, you've only got one more day to getcovered: ",3
6.94E+17,sources: calvin johnson told detroit lions he plans on retiring from the nfl. ,3
6.93E+17,fbi 'super pissed off' at white house meddling... ,3
5.25E+17,soldier shot at national war memorial in ottawa ,0
5.54E+17,"hostage-taker at paris store demands release of kouachibrothers, police union spokesman says. ",2
5.53E+17,dog found abandoned at scottish train station with suitcase filled with it's belongings: ,0
6.93E+17,"why digital companies need more liberal arts majors: creativity, empathy, and listening are more important than ever ",3
4.07E+17,rip to the driver roger that died with paul walker that no one talks about because he wasn't famous. ,0
5.48E+17,pope francis is the real mvp ,1
6.88E+17,harry potter stars react to the tragic news of alan rickman's death: ,3
5.53E+17,"banksy's take on charlie hebdo is simple, elegant & uncompromising jesuischarlie ",1
5.11E+17,islamic state video purports to show beheading of british hostage david haines; officials can't confirm- dailymirror ,0
5.33E+17,officials took away this halloween decoration after reports of it being a real suicide victim. 2003 ,0
7.15E+17,"an open letter to trump voters from his top strategist: stop supporting him, he doesn't want to win ",2
7.28E+17,caitlyn jenner about to post nude for cover of sports illustrated.,2
5.54E+17,update: gunman in kosher grocery store is demanding the release of the suspects in charliehebdo shooting - reports ,2
5.20E+17,"amazon's physical store in nyc would offer same-day delivery, pickups and dropoffs. ",1
5.11E+17,a video has been released by isis apparently showing the murder of british hostage david haines: ,0
5.37E+17,lego letter from the 1970s still offers a powerful message to parents 40 years later ,0
6.93E+17,study: 90% of workplace injuries caused by bare-knuckle boxing.,3
